JMENO,POHLAVI,EKVIVALENC,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7,CLOVEK,ELF,TRPASLIK,HOBIT,KUDUK,BARBAR,KROLL,VALECNIK,HRANICAR,ALCHYMISTA,KOUZELNIK,ZLODEJ
SovĄcek,M,,SovĄcka,SovĄckovi,SovĄcka,SovĄcku,SovĄckovi,SovĄckem,0,0,0,1,0,0,0,1,1,1,1,1
S˘wula,F,2708.0,S˘wuly,S˘wule,S˘wulu,S˘wulo,S˘wule,S˘wulou,0,1,0,0,0,0,0,1,1,1,1,1
S˘wul˘,F,2708.0,S˘wul˘,S˘wul˘,S˘wul˘,S˘wul˘,S˘wul˘,S˘wul˘,0,1,0,0,0,0,0,1,1,1,1,1
Spandex,M,,Spandexe,Spandexovi,Spandexe,Spandexi,Spandexovi,Spandexem,1,1,0,0,0,1,0,1,1,1,1,1
Sparhawk,M,,Sparhawka,Sparhawkovi,Sparhawka,Sparhawku,Sparhawkovi,Sparhawkem,1,0,1,0,0,1,0,1,1,1,1,1
Sparko,M,1184.0,Sparka,Sparkovi,Sparka,Sparko,Sparkovi,Sparkem,1,0,0,1,1,1,0,1,1,1,1,1
Sparky,M,1184.0,Sparkyho,Sparkymu,Sparkyho,Sparky,Sparkym,Sparkym,1,0,0,1,1,1,0,1,1,1,1,1
Sparta,F,,Sparta,Sparte,Spartu,Sparto,Sparte,Spartou,1,1,0,0,0,1,0,1,1,1,1,1
Speger,M,,Spegera,Spegerovi,Spegera,Spegere,Spegerovi,Spegerem,1,0,1,0,0,1,0,1,1,1,1,1
Spelina,F,2433.0,Speliny,Speline,Spelinu,Spelino,Speline,Spelinou,1,1,0,1,1,1,0,1,1,1,1,1
Spelinka,F,2433.0,Spelinky,Spelince,Spelinku,Spelinko,Spelince,Spelinkou,1,1,0,1,1,1,0,1,1,1,1,1
Spellina,F,2433.0,Spelliny,Spelline,Spellinu,Spellino,Spelline,Spellinou,1,1,0,0,0,1,0,1,1,1,1,1
Spen,F,,Spen,Spen,Spen,Spen,Spen,Spen,1,0,0,1,1,1,1,1,1,1,1,1
Spen,M,,Spena,Spenovi,Spena,Spene,Spenovi,Spenem,1,0,0,1,1,1,1,1,1,1,1,1
Spencer,M,,Spencera,Spencerovi,Spencera,Spencere,Spencerovi,Spencerem,1,0,0,0,0,1,0,1,1,1,1,1
Spic,M,,Spice,Spicovi,Spice,Spici,Spicovi,Spicem,1,0,1,1,1,1,0,1,1,1,1,1
Spiderik,M,,Spiderika,Spiderikovi,Spiderika,Spideriku,Spiderikovi,Spiderikem,1,1,1,1,1,1,0,1,1,1,1,1
Spik,M,1185.0,Spika,Spikovi,Spika,Spiku,Spikovi,Spikem,1,0,0,1,1,1,0,1,1,1,1,1
Spike,M,1185.0,Spika,Spikovi,Spika,Spiku,Spikovi,Spikem,1,0,0,0,0,1,0,1,1,1,1,1
Spin,F,,Spin,Spin,Spin,Spin,Spin,Spin,1,1,1,1,1,1,1,1,1,1,1,1
Spin,M,,Spina,Spinovi,Spina,Spine,Spinovi,Spinem,1,1,1,1,1,1,1,1,1,1,1,1
Splitar,M,,Splitara,Splitarovi,Splitara,Splitare,Splitarovi,Splitarem,1,0,1,0,1,1,0,1,1,1,1,1
Spock,M,,Spocka,Spockovi,Spocka,Spocku,Spockovi,Spockem,1,1,0,0,0,0,0,1,1,1,1,1
Spogar,M,,Spogara,Spogarovi,Spogara,Spogare,Spogarovi,Spogarem,0,0,1,0,0,0,0,1,1,1,1,1
Sprat,M,1186.0,Sprata,Spratovi,Sprata,Sprate,Spratovi,Spratem,1,0,0,1,1,1,1,1,1,1,1,1
Spratek,M,1186.0,Spratka,Spratkovi,Spratka,Spratku,Spratkovi,Spratkem,0,0,0,0,0,0,1,1,1,1,1,1
Sprog,M,,Sproga,Sprogovi,Sproga,Sprogu,Sprogovi,Sprogem,1,0,1,0,0,1,0,1,1,1,1,1
Spumador,M,,Spumadora,Spumadorovi,Spumadora,Spumadore,Spumadorovi,Spumadorem,1,0,0,0,0,1,0,1,1,1,1,1
Spytihnev,M,,Spytihneva,Spytihnevovi,Spytihneva,Spytihneve,Spytihnevovi,Spytihnevem,1,0,0,1,0,1,0,1,1,1,1,1
SpytimĄra,F,,SpytimĄry,SpytimĄre,SpytimĄru,SpytimĄro,SpytimĄre,SpytimĄrou,1,0,0,1,0,1,0,1,1,1,1,1
Squirm,M,,Squirma,Squirmovi,Squirma,Squirme,Squirmovi,Squirmem,1,1,1,0,0,1,0,1,1,1,1,1
Srk,M,,Srka,Srkovi,Srka,Srku,Srkovi,Srkem,0,0,0,0,0,0,1,1,1,1,1,1
Stacey,F,1978.0,Stacey,Stacey,Stacey,Stacey,Stacey,Stacey,1,0,0,0,0,1,0,1,1,1,1,1
Staci,F,1978.0,Staci,Staci,Staci,Staci,Staci,Staci,1,0,0,0,0,1,0,1,1,1,1,1
Stacia,F,1978.0,Stacie,Stacie,Staciu,Stacio,Stacie,Staciou,1,0,0,0,0,1,0,1,1,1,1,1
Stacie,F,1978.0,Stacie,Stacii,Stacii,Stacie,Stacii,StaciĄ,1,0,0,0,0,1,0,1,1,1,1,1
Stacy,F,1978.0,Stacy,Stacy,Stacy,Stacy,Stacy,Stacy,1,0,0,0,0,1,0,1,1,1,1,1
Stacy,M,,Stacyho,Stacymu,Stacyho,Stacy,Stacym,Stacym,1,0,0,0,0,1,0,1,1,1,1,1
Staexasa,F,1187.0,Staexasy,Staexase,Staexasu,Staexaso,Staexase,Staexasou,1,1,0,0,0,0,0,1,1,1,1,1
Stakart,M,,Stakarta,Stakartovi,Stakarta,Stakarte,Stakartovi,Stakartem,0,0,0,0,0,1,0,1,1,1,1,1
Stalker,M,,Stalkera,Stalkerovi,Stalkera,Stalkere,Stalkerovi,Stalkerem,1,0,1,1,1,1,0,1,1,1,1,1
Stamp,M,,Stampa,Stampovi,Stampa,Stampe,Stampovi,Stampem,1,0,1,0,0,1,0,1,1,1,1,1
Stan,M,,Stana,Stanovi,Stana,Stane,Stanovi,Stanem,1,0,0,0,0,1,1,1,1,1,1,1
St na,F,1189.0,St ni,St ne,St nu,St no,St ne,St nou,1,0,0,1,0,1,0,1,1,1,1,1
St na,M,1188.0,St ni,St novi,St nu,St no,St novi,St nou,1,0,0,1,0,1,0,1,1,1,1,1
Standa,M,1188.0,Standy,Standovi,Standu,Stando,Standovi,Standou,1,0,0,1,1,1,0,1,1,1,1,1
Stanford,M,,Stanforda,Stanfordovi,Stanforda,Stanforde,Stanfordovi,Stanfordem,1,1,1,1,1,1,0,1,1,1,1,1
Stang,M,,Stanga,Stangovi,Stanga,Stangu,Stangovi,Stangem,1,0,1,0,1,1,0,1,1,1,1,1
Stanislao,M,1188.0,Stanislaa,Stanislaovi,Stanislaa,Stanislao,Stanislaovi,Stanislaem,1,0,1,1,1,1,0,1,1,1,1,1
Stanislaus,M,1188.0,Stanislause,Stanislausovi,Stanislause,Stanislausi,Stanislausovi,Stanislausem,1,0,1,1,1,1,0,1,1,1,1,1
Stanislav,M,1188.0,Stanislava,Stanislavovi,Stanislava,Stanislave,Stanislavovi,Stanislavem,1,0,0,1,0,1,0,1,1,1,1,1
Stanislava,F,1189.0,Stanislavy,Stanislave,Stanislavu,Stanislavo,Stanislave,Stanislavou,1,0,0,1,0,1,0,1,1,1,1,1
Stanley,M,1188.0,Stanleyho,Stanleymu,Stanleyho,Stanley,Stanleym,Stanleym,1,0,0,0,0,1,0,1,1,1,1,1
Stanton,M,,Stantona,Stantonovi,Stantona,Stantone,Stantonovi,Stantonem,1,0,0,1,1,1,0,1,1,1,1,1
Star,F,,Star,Star,Star,Star,Star,Star,1,0,0,0,0,1,0,1,1,1,1,1
Starkan,M,,Starkana,Starkanovi,Starkana,Starkane,Starkanovi,Starkanem,1,0,1,0,0,1,0,1,1,1,1,1
Starla,F,1901.0,Starly,Starle,Starlu,Starlo,Starle,Starlou,1,1,0,1,1,1,0,1,1,1,1,1
Starlena,F,3343.0,Starleny,Starlene,Starlenu,Starleno,Starlene,Starlenou,1,1,0,1,1,1,0,1,1,1,1,1
Starlene,F,3343.0,Starlene,Starlene,Starlene,Starlene,Starlene,Starlene,1,1,0,0,0,1,0,1,1,1,1,1
Starly,F,1901.0,Starly,Starly,Starly,Starly,Starly,Starly,1,1,0,1,1,1,0,1,1,1,1,1
Starman,M,,Starmana,Starmanovi,Starmana,Starmane,Starmanovi,Starmanem,1,0,0,0,0,1,0,1,1,1,1,1
Staror d,M,,Staror da,Staror dovi,Staror da,Staror de,Staror dovi,Staror dem,0,0,0,1,0,0,0,1,1,1,1,1
Starsus,M,,Starsuse,Starsusovi,Starsuse,Starsusi,Starsusovi,Starsusem,1,1,0,0,0,1,0,1,1,1,1,1
Stat,M,,Stata,Statovi,Stata,State,Statovi,Statem,1,1,1,1,1,1,1,1,1,1,1,1
Stayl,M,,Stayla,Staylovi,Stayla,Stayle,Staylovi,Staylem,1,0,1,0,1,1,0,1,1,1,1,1
Stayle,M,,Stayla,Staylovi,Stayla,Stayle,Staylovi,Staylem,1,0,1,0,0,1,0,1,1,1,1,1
St zina,F,1473.0,St ziny,St zine,St zinu,St zino,St zine,St zinou,1,0,0,1,1,1,0,1,1,1,1,1
Steel,M,,Steela,Steelovi,Steela,Steele,Steelovi,Steelem,1,0,0,0,0,1,0,1,1,1,1,1
Steeltoe,M,,Steeltoea,Steeltoeovi,Steeltoea,Steeltoe,Steeltoeovi,Steeltoeem,1,0,0,0,0,1,0,1,1,1,1,1
Stef,F,1191.0,Stef,Stef,Stef,Stef,Stef,Stef,1,0,0,1,1,1,0,1,1,1,1,1
Stefan,M,1190.0,Stefana,Stefanovi,Stefana,Stefane,Stefanovi,Stefanem,1,0,0,1,1,1,0,1,1,1,1,1
Stefana,F,1191.0,Stefany,Stefane,Stefanu,Stefano,Stefane,Stefanou,1,0,0,1,1,1,0,1,1,1,1,1
Stefania,F,1191.0,Stefanie,Stefanie,Stefaniu,Stefanio,Stefanie,Stefaniou,1,0,0,0,0,1,0,1,1,1,1,1
Stefanie,F,1191.0,Stefanie,Stefanii,Stefanii,Stefanie,Stefanii,StefaniĄ,1,0,0,1,1,1,0,1,1,1,1,1
Stef nie,F,1191.0,Stef nie,Stef nii,Stef nii,Stef nie,Stef nii,Stef niĄ,1,0,0,1,1,1,0,1,1,1,1,1
Stefano,M,1190.0,Stefana,Stefanovi,Stefana,Stefano,Stefanovi,Stefanem,1,0,0,1,1,1,0,1,1,1,1,1
Steffi,F,1191.0,Steffi,Steffi,Steffi,Steffi,Steffi,Steffi,1,1,0,1,0,0,0,1,1,1,1,1
Stegal,M,,Stegala,Stegalovi,Stegala,Stegale,Stegalovi,Stegalem,1,0,1,0,0,1,0,1,1,1,1,1
Stela,F,1192.0,Stely,Stele,Stelu,Stelo,Stele,Stelou,1,0,0,1,1,1,0,1,1,1,1,1
Stelea,F,,Steley,Stelee,Steleu,Steleo,Stelee,Steleou,1,1,0,1,1,1,0,1,1,1,1,1
Stella,F,1192.0,Stelly,Stelle,Stellu,Stello,Stelle,Stellou,1,0,0,1,1,1,0,1,1,1,1,1
Stena,F,,Steny,Stene,Stenu,Steno,Stene,Stenou,1,1,1,1,1,1,1,1,1,1,1,1
Stenelos,M,,Stenela,Stenelovi,Stenela,Stenele,Stenelovi,Stelenem,1,1,0,0,0,0,0,1,1,1,1,1
Stenror,M,,Stenrora,Stenrorovi,Stenrora,Stenrore,Stenrorovi,Stenrorem,1,0,1,0,0,1,0,1,1,1,1,1
Stensar,M,,Stensara,Stensarovi,Stensara,Stensare,Stensarovi,Stensarem,1,1,0,1,1,1,0,1,1,1,1,1
Stephan,M,1190.0,Stephana,Stephanovi,Stephana,Stephane,Stephanovi,Stephanem,1,0,0,0,0,1,0,1,1,1,1,1
Stephana,F,1191.0,Stephany,Stephane,Stephanu,Stephano,Stephane,Stephanou,1,0,0,0,0,1,0,1,1,1,1,1
Stephanie,F,1191.0,Stephanie,Stephanii,Stephanii,Stephanie,Stephanii,StephaniĄ,1,0,0,0,0,1,0,1,1,1,1,1
Stephano,M,1190.0,Stephana,Stephanovi,Stephana,Stephano,Stephanovi,Stephanem,1,0,0,0,0,1,0,1,1,1,1,1
Stephen,M,1190.0,Stephena,Stephenovi,Stephena,Stephene,Stephenovi,Stephenem,1,0,0,0,0,1,0,1,1,1,1,1
Stephens,M,,Stephense,Stephensovi,Stephense,Stephensi,Stephensovi,Stephensem,1,0,0,0,0,1,0,1,1,1,1,1
Sterla,F,1901.0,Sterly,Sterle,Sterlu,Sterlo,Sterle,Sterlou,1,1,0,1,1,1,0,1,1,1,1,1
Sterly,F,1901.0,Sterly,Sterly,Sterly,Sterly,Sterly,Sterly,1,1,0,1,1,1,0,1,1,1,1,1
Stern,M,3603.0,Sterna,Sternovi,Sterna,Sterne,Sternovi,Sternem,1,0,1,1,1,1,0,1,1,1,1,1
Sternor,M,,Sternora,Sternorovi,Sternora,Sternore,Sternorovi,Sternorem,1,0,1,0,1,1,0,1,1,1,1,1
Stetin,M,1193.0,Stetina,Stetinovi,Stetina,Stetine,Stetinovi,Stetinem,1,0,0,1,1,1,0,1,1,1,1,1
Stettin,M,1193.0,Stettina,Stettinovi,Stettina,Stettine,Stettinovi,Stettinem,1,0,0,0,0,1,0,1,1,1,1,1
Steve,M,1190.0,Steva,Stevovi,Steva,Steve,Stevovi,Stevem,1,0,0,0,0,1,0,1,1,1,1,1
Steven,M,1190.0,Stevena,Stevenovi,Stevena,Stevene,Stevenovi,Stevenem,1,0,0,0,0,1,0,1,1,1,1,1
Stevie,M,1190.0,Stevieho,Steviemu,Stevieho,Stevie,Steviem,Steviem,1,0,0,0,0,1,0,1,1,1,1,1
Steyr,M,,Steyra,Steyrovi,Steyra,Steyre,Steyrovi,Steyrem,1,0,0,0,0,1,0,1,1,1,1,1
Stia,F,,Stie,Stie,Stiu,Stio,Stie,Stiou,1,1,0,0,0,0,0,1,1,1,1,1
Stig,M,1194.0,Stiga,Stigovi,Stiga,Stigu,Stigovi,Stigem,1,1,1,1,1,1,0,1,1,1,1,1
Stigma,F,,Stigmy,Stigme,Stigmu,Stigmo,Stigme,Stigmou,1,0,1,0,0,1,0,1,1,1,1,1
Stigma,M,,Stigmy,Stigmovi,Stigmu,Stigmo,Stigmovi,Stigmou,1,0,1,0,0,1,0,1,1,1,1,1
Stil,M,1195.0,Stila,Stilovi,Stila,Stile,Stilovi,Stilem,1,1,0,1,1,1,0,1,1,1,1,1
Stilgar,M,1195.0,Stilgara,Stilgarovi,Stilgara,Stilgare,Stilgarovi,Stilgarem,1,0,0,0,0,0,0,1,1,1,1,1
Stillmar,M,1196.0,Stillmara,Stillmarovi,Stillmara,Stillmare,Stillmarovi,Stillmarem,1,0,0,0,0,1,0,1,1,1,1,1
Stilmar,M,1196.0,Stilmara,Stilmarovi,Stilmara,Stilmare,Stilmarovi,Stilmarem,1,0,0,1,1,1,0,1,1,1,1,1
StĄn,M,1127.0,StĄna,StĄnovi,StĄna,StĄne,StĄnovi,StĄnem,1,0,1,1,1,1,1,1,1,1,1,1
Sting,M,,Stinga,Stingovi,Stinga,Stingu,Stingovi,Stingem,1,0,0,0,1,1,1,1,1,1,1,1
Stingray,M,,Stingraye,Stingrayovi,Stingraye,Stingrayi,Stingrayovi,Stingrayem,1,0,0,0,0,1,0,1,1,1,1,1
StĄnovlas,M,,StĄnovlase,StĄnovlasovi,StĄnovlasa,StĄnovlasi,StĄnovlasovi,StĄnovlasem,0,1,0,0,0,0,0,1,1,1,1,1
Stip,M,2518.0,Stipa,Stipovi,Stipa,Stipe,Stipovi,Stipem,1,1,1,1,1,1,1,1,1,1,1,1
Stipen,M,2518.0,Stipena,Stipenovi,Stipena,Stipene,Stipenovi,Stipenem,1,1,0,1,1,1,0,1,1,1,1,1
Stipp,M,2518.0,Stippa,Stippovi,Stippa,Stippe,Stippovi,Stippem,1,1,1,1,1,1,0,1,1,1,1,1
Stippen,M,2518.0,Stippena,Stippenovi,Stippena,Stippene,Stippenovi,Stippenem,1,1,0,1,1,1,0,1,1,1,1,1
Stir,F,,Stir,Stir,Stir,Stir,Stir,Stir,1,1,1,1,1,1,1,1,1,1,1,1
Stir,M,,Stira,Stirovi,Stira,Stire,Stirovi,Stirem,1,1,1,1,1,1,1,1,1,1,1,1
Stobrava,F,,Stobravy,Stobrave,Stobravu,Stobravo,Stobrave,Stobravou,1,0,0,0,0,1,0,1,1,1,1,1
Stoerbrand,M,2542.0,Stoerbranda,Stoerbrandovi,Stoerbranda,Stoerbrande,Stoerbrandovi,Stoerbrandem,1,0,1,0,0,1,0,1,1,1,1,1
Stoerbrandt,M,2542.0,Stoerbrandta,Stoerbrandtovi,Stoerbrandta,Stoerbrandte,Stoerbrandtovi,Stoerbrandtem,1,0,1,0,0,1,0,1,1,1,1,1
Stonger,M,,Stongera,Stongerovi,Stongera,Stongere,Stongerovi,Stongerem,1,0,1,0,0,1,1,1,1,1,1,1
Stopa,M,,Stopy,Stopovi,Stopu,Stopo,Stopovi,Stopou,1,0,0,0,1,1,1,1,1,1,1,1
Storan,M,2575.0,Storana,Storanovi,Storana,Storane,Storanovi,Storanem,1,1,1,1,1,1,0,1,1,1,1,1
Storana,F,2576.0,Storany,Storane,Storanu,Storano,Storane,Storanou,1,1,1,1,1,1,0,1,1,1,1,1
Storani,M,2575.0,Storaniho,Storanimu,Storaniho,Storani,Storanim,Storanim,1,0,0,1,1,1,0,1,1,1,1,1
Storania,F,2576.0,Storanie,Storanie,Storaniu,Storanio,Storanie,Storaniou,1,1,1,0,0,1,0,1,1,1,1,1
Storanie,F,2576.0,Storanie,Storanii,Storanii,Storanie,Storanii,StoraniĄ,1,1,1,1,1,1,0,1,1,1,1,1
Stor nie,F,2576.0,Stor nie,Stor nii,Stor nii,Stor nie,Stor nii,Stor niĄ,1,1,1,1,1,1,0,1,1,1,1,1
Storanio,M,2575.0,Storania,Storaniovi,Storania,Storanio,Storaniovi,Storaniem,1,0,0,1,0,1,0,1,1,1,1,1
Storanius,M,2575.0,Storania,Storaniovi,Storania,Storanie,Storaniovi,Storaniem,1,1,1,1,1,1,0,1,1,1,1,1
Storanna,F,2576.0,Storanny,Storanne,Storannu,Storanno,Storanne,Storannou,1,1,1,0,0,1,0,1,1,1,1,1
Storm,M,,Storma,Stormovi,Storma,Storme,Stormovi,Stormem,1,0,0,0,0,1,0,1,1,1,1,1
Storman,M,,Stormana,Stormanovi,Stormana,Stormane,Stormanovi,Stormanem,1,0,0,0,0,1,0,1,1,1,1,1
Stormer,M,,Stormera,Stormerovi,Stormera,Stormere,Stormerovi,Stormerem,1,0,0,0,0,1,0,1,1,1,1,1
Storn,M,,Storna,Stornovi,Storna,Storne,Stornovi,Stornem,1,0,1,0,1,1,0,1,1,1,1,1
Stoupa,M,,Stoupy,Stoupovi,Stoupu,Stoupo,Stoupovi,Stoupou,0,0,0,1,0,0,1,1,1,1,1,1
Stoxim,M,2260.0,Stoxima,Stoximovi,Stoxima,Stoxime,Stoximovi,Stoximem,1,0,0,1,1,1,0,1,1,1,1,1
Stoxima,F,,Stoximy,Stoxime,Stoximu,Stoximo,Stoxime,Stoximou,1,0,0,1,1,1,0,1,1,1,1,1
Stoxime,F,2260.0,Stoximeho,Stoximemu,Stoximeho,Stoxime,Stoximem,Stoximem,1,0,0,0,0,1,0,1,1,1,1,1
Stoximus,M,2260.0,Stoxima,Stoximovi,Stoxima,Stoxime,Stoximovi,Stoximem,1,0,0,0,0,1,0,1,1,1,1,1
Strabonus,M,,Strabonuse,Strabonusovi,Strabonuse,Strabonusi,Strabonusovi,Strabonusem,1,1,0,0,0,1,0,1,1,1,1,1
Stragen,F,,Stragen,Stragen,Stragen,Stragen,Stragen,Stragen,0,0,1,0,0,1,0,1,1,1,1,1
Stragen,M,,Stragena,Stragenovi,Stragena,Stragene,Stragenovi,Stragenem,0,0,1,0,0,1,0,1,1,1,1,1
Strahan,M,,Strahana,Strahanovi,Strahana,Strahane,Strahanovi,Strahanem,1,0,0,0,0,1,0,1,1,1,1,1
Strain,M,,Straina,Strainovi,Straina,Straine,Strainovi,Strainem,1,0,1,0,0,1,0,1,1,1,1,1
Straken,M,,Strakena,Strakenovi,Strakena,Strakene,Strakenovi,Strakenem,1,0,1,0,1,1,0,1,1,1,1,1
Stratimil,M,,Stratimila,Stratimilovi,Stratimila,Stratimile,Stratimilovi,Stratimilem,1,0,1,1,1,1,0,1,1,1,1,1
Stratimila,F,3601.0,Stratimily,Stratimile,Stratimilu,Stratimilo,Stratimile,Stratimilou,1,0,1,1,1,1,0,1,1,1,1,1
Stratimilka,F,3601.0,Stratimilky,Stratimilce,Stratimilku,Stratimilko,Stratimilce,Stratimilkou,1,0,0,1,1,1,0,1,1,1,1,1
Stratimir,M,3599.0,Stratimira,Stratimirovi,Stratimira,Stratimire,Stratimirovi,Stratimirem,1,0,1,1,1,1,0,1,1,1,1,1
StratimĄr,M,3599.0,StratimĄra,StratimĄrovi,StratimĄra,StratimĄre,StratimĄrovi,StratimĄrem,1,0,1,1,1,1,0,1,1,1,1,1
Stratimira,F,3600.0,Stratimiry,Stratimire,Stratimiru,Stratimiro,Stratimire,Stratimirou,1,0,1,1,1,1,0,1,1,1,1,1
StratimĄra,F,3600.0,StratimĄry,StratimĄre,StratimĄru,StratimĄro,StratimĄre,StratimĄrou,1,0,1,1,1,1,0,1,1,1,1,1
Stratislav,M,,Stratislava,Stratislavovi,Stratislava,Stratislave,Stratislavovi,Stratislavem,1,0,1,1,1,1,0,1,1,1,1,1
Stratislava,F,,Stratislavy,Stratislave,Stratislavu,Stratislavo,Stratislave,Stratislavou,1,0,1,1,1,1,0,1,1,1,1,1
Stratos,M,,Strata,Stratovi,Strata,Strate,Stratovi,Stratem,1,1,0,0,0,1,0,1,1,1,1,1
Streel,M,,Streela,Streelovi,Streela,Streele,Streelovi,Streelem,1,1,0,0,0,1,0,1,1,1,1,1
Streela,F,,Streely,Streele,Streelu,Streelo,Streele,Streelou,1,1,0,0,0,1,0,1,1,1,1,1
Stregobor,M,,Stregobora,Stregoborovi,Stregobora,Stregobore,Stregoborovi,Stregoborem,1,0,1,0,0,1,0,1,1,1,1,1
Strial,M,3576.0,Striala,Strialovi,Striala,Striale,Strialovi,Strialem,1,1,0,0,0,1,0,1,1,1,1,1
Striala,F,3577.0,Strialy,Striale,Strialu,Strialo,Striale,Strialou,1,1,0,0,0,1,0,1,1,1,1,1
Striglav,M,,Striglava,Striglavovi,Striglava,Striglave,Striglavovi,Striglavem,1,0,0,1,1,1,0,1,1,1,1,1
Stroerbrand,M,2542.0,Stroerbranda,Stroerbrandovi,Stroerbranda,Stroerbrande,Stroerbrandovi,Stroerbrandem,1,0,1,0,0,1,0,1,1,1,1,1
Stroerbrandt,M,2542.0,Stroerbrandta,Stroerbrandtovi,Stroerbrandta,Stroerbrandte,Stroerbrandtovi,Stroerbrandtem,1,0,1,0,0,1,0,1,1,1,1,1
Strojimil,M,,Strojimila,Strojimilovi,Strojimila,Strojimile,Strojimilovi,Strojimilem,1,0,0,1,1,1,0,1,1,1,1,1
Strojimila,F,1998.0,Strojimily,Strojimile,Strojimilu,Strojimilo,Strojimile,Strojimilou,1,0,0,1,1,1,0,1,1,1,1,1
Strojimilka,F,1998.0,Strojimilky,Strojimilce,Strojimilku,Strojimilko,Strojimilce,Strojimilkou,1,0,0,1,1,0,0,1,1,1,1,1
StrojimĄr,M,,StrojimĄra,StrojimĄrovi,StrojimĄra,StrojimĄre,StrojimĄrovi,StrojimĄrem,1,0,0,1,1,1,0,1,1,1,1,1
StrojimĄra,F,,StrojimĄry,StrojimĄre,StrojimĄru,StrojimĄro,StrojimĄre,StrojimĄrou,1,0,0,1,1,1,0,1,1,1,1,1
Strojislav,M,,Strojislava,Strojislavovi,Strojislava,Strojislave,Strojislavovi,Strojislavem,1,0,0,1,1,1,0,1,1,1,1,1
Strojislava,F,,Strojislavy,Strojislave,Strojislavi,Strojislavo,Strojislave,Strojislavou,1,0,0,1,1,1,0,1,1,1,1,1
Strok,M,1712.0,Stroka,Strokovi,Stroka,Stroku,Strokovi,Strokem,1,0,1,0,1,1,1,1,1,1,1,1
Strokus,M,1712.0,Stroka,Strokovi,Stroka,Stroku,Strokovi,Strokem,1,1,1,0,0,1,0,1,1,1,1,1
Strom,M,,Stroma,Stromovi,Stroma,Strome,Stromovi,Stromem,0,0,0,0,0,0,1,1,1,1,1,1
Stromovous,M,,Stromovouse,Stromovousovi,Stromovouse,Stromovousi,Stromovousovi,Stromovousem,1,1,0,0,0,1,0,1,1,1,1,1
Stronger,M,,Strongera,Strongerovi,Strongera,Strongere,Strongerovi,Strongerem,1,0,1,0,0,1,1,1,1,1,1,1
Strongi,M,,Strongiho,Strongimu,Strongiho,Strongi,Strongim,Strongim,0,0,1,0,0,0,0,1,1,1,1,1
Strutin,M,3745.0,Strutina,Strutinovi,Strutina,Strutine,Strutinovi,Strutinem,1,0,1,0,0,1,0,1,1,1,1,1
Struttin,M,3745.0,Struttina,Struttinovi,Struttina,Struttine,Struttinovi,Struttinem,1,0,1,0,0,1,0,1,1,1,1,1
Stryal,M,3576.0,Stryala,Stryalovi,Stryala,Stryale,Stryalovi,Stryalem,1,1,0,0,0,1,0,1,1,1,1,1
Stryala,F,3577.0,Stryaly,Stryale,Stryalu,Stryalo,Stryale,Stryalou,1,1,0,0,0,1,0,1,1,1,1,1
StrĄbrenka,F,,StrĄbrenky,StrĄbrence,StrĄbrenku,StrĄbrenko,StrĄbrence,StrĄbrenkou,0,0,0,0,1,0,0,1,1,1,1,1
Stuar,M,,Stuara,Stuarovi,Stuara,Stuare,Stuarovi,Stuarem,1,0,1,0,0,1,0,1,1,1,1,1
Stuart,M,,Stuarta,Stuartovi,Stuarta,Stuarte,Stuartovi,Stuartem,1,0,0,1,1,1,0,1,1,1,1,1
Studheld,M,,Studhelda,Studheldovi,Studhelda,Studhelde,Studheldovi,Studheldem,1,0,0,0,0,1,0,1,1,1,1,1
Studhelda,F,,Studheldy,Studhelde,Studheldu,Studheldo,Studhelde,Studheldou,1,0,0,0,0,1,0,1,1,1,1,1
Stuj,M,,Stuje,Stujovi,Stuje,Stuji,Stujovi,Stujem,0,0,0,0,0,0,1,1,1,1,1,1
Sturgeon,M,,Sturgeona,Sturgeonovi,Sturgeona,Sturgeone,Sturgeonovi,Sturgeonem,1,0,1,0,0,1,0,1,1,1,1,1
Sturm,M,,Sturma,Sturmovi,Sturma,Sturme,Sturmovi,Sturmem,1,0,1,0,0,1,0,1,1,1,1,1
Stybl,M,1197.0,Stybla,Styblovi,Stybla,Styble,Styblovi,Styblem,1,0,1,1,1,1,0,1,1,1,1,1
Stybla,F,,Stybly,Styble,Styblu,Styblo,Styble,Styblou,1,0,1,1,1,1,0,1,1,1,1,1
Stybla,M,1197.0,Stybly,Styblovi,Stybla,Styblo,Styblovi,Styblou,1,0,1,1,1,1,0,1,1,1,1,1
Stygia,F,1198.0,Stygie,Stygie,Stygiu,Stygio,Stygie,Stygiou,1,1,0,0,0,0,0,1,1,1,1,1
Stygie,F,1198.0,Stygie,Stygii,Stygii,Stygie,Stygii,StygiĄ,1,0,1,0,1,1,0,1,1,1,1,1
Styrdal,M,,Styrdala,Styrdalovi,Styrdala,Styrdale,Styrdalovi,Styrdalem,1,0,0,0,0,1,0,1,1,1,1,1
Styricia,F,,Styricie,Styricie,Styriciu,Styricio,Styricie,Styriciou,1,1,0,0,0,0,0,1,1,1,1,1
Styrikum,M,,Styrikuma,Styrikumovi,Styrikuma,Styrikume,Styrikumovi,Styrikumem,0,0,1,0,0,1,0,1,1,1,1,1
Suada,F,,Suady,Suade,Suadu,Suado,Suade,Suadou,0,1,0,0,0,0,0,1,1,1,1,1
